model_key,raw_source_sheet,raw_source_span,orderable_rpo,ref_only_rpo,source_rpo,source_option_description,source_disclosure_raw,raw_status_summary,normalized_status_summary,suggested_option_id,suggested_section_id,suggested_display_order,suggested_copy_from,final_option_id,final_option_name,final_description,final_detail_raw,final_section_id,final_selectable,final_display_order,final_display_behavior,review_status,active,notes
z06,z06_intextmec_raw,z06_intextmec_raw:15-15,,,,Air filtration system with pollen filter,,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_085,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:37-37,,,,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_095,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:38-38,,,,"Cruise control, electronic with set and resume speed",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_096,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:40-40,,,,"Door locks, power programmable with lockout protection",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_098,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:41-41,,,,"Floor mats, carpeted",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_099,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:43-43,,,,"Hatch release, push button open",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=--; 2lz_h67=--; 3lz_h67=--,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=unavailable; 2lz_h67=unavailable; 3lz_h67=unavailable,opt_101,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:45-45,,,,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_103,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:47-47,,,,"Lighting, interior, theater dimming",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_105,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:107-110,,,,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need.","Requires (UE1) OnStar. OnStar Basics is standard for 8 years; working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations. Removed with a ship-to of Guam, Puerto Rico or the Virgin Islands.",1lz_h07=S1; 2lz_h07=S1; 3lz_h07=S1; 1lz_h67=S1; 2lz_h67=S1; 3lz_h67=S1,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_129,sec_tech_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:130-130,,,,Remote vehicle starter system,,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_137,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:192-192,,,,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_162,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:209-212,,,,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console","When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede.",1lz_h07=--; 2lz_h07=--; 3lz_h07=■1; 1lz_h67=--; 2lz_h67=--; 3lz_h67=■1,1lz_h07=unavailable; 2lz_h07=unavailable; 3lz_h07=standard; 1lz_h67=unavailable; 2lz_h67=unavailable; 3lz_h67=standard,opt_167,sec_3lte_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:220-220,,,,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_172,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:224-224,,,,"Trunk release, push button open",,1lz_h07=--; 2lz_h07=--; 3lz_h07=--; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=unavailable; 2lz_h07=unavailable; 3lz_h07=unavailable; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_176,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:227-227,,,,"Visors, driver and passenger illuminated vanity mirrors, covered",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_179,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:228-228,,,,"Windows, power with driver and passenger Express-Down/Up",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_180,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:235-235,,,,"Antenna, integral front and rear",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_187,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:263-263,,,,Daytime running lamps,,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_197,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:284-284,,,,"Glass, Solar-Ray light-tinted",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_203,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:516-516,,,,"Wipers, front intermittent",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_288,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:517-517,,,,"Active handling stability control, improves traction and enhances vehicle stability",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_289,sec_safe_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:526-526,,,,NEW!Intersection Automatic Emergency Braking,,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_295,sec_safe_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:572-572,,,,"Frame, aluminum structure",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_319,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:585-585,,,,Oil life monitoring system,,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_326,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:588-588,,,,"Steering, power, electric, speed-sensitive, rack-and-pinion, variable ratio",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_329,sec_stan_001,,,,,,,,,,,needs_section_review,False,
z06,z06_intextmec_raw,z06_intextmec_raw:594-594,,,,"Traction control, all-speed",,1lz_h07=S; 2lz_h07=S; 3lz_h07=S; 1lz_h67=S; 2lz_h67=S; 3lz_h67=S,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,opt_332,sec_stan_001,,,,,,,,,,,needs_section_review,False,
zr1,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:15-15,,,,Air filtration system with pollen filter,,1lz_r07=S; 3lz_r07=S; 1lz_r67=S; 3lz_r67=S,1lz_r07=standard; 3lz_r07=standard; 1lz_r67=standard; 3lz_r67=standard,opt_339,,,,,,,,,,,,needs_section_review,False,
zr1x,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:15-15,,,,Air filtration system with pollen filter,,1lz_s07=S; 3lz_s07=S; 1lz_s67=S; 3lz_s67=S,1lz_s07=standard; 3lz_s07=standard; 1lz_s67=standard; 3lz_s67=standard,opt_340,,,,,,,,,,,,needs_section_review,False,
zr1,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:23-23,,,,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",,1lz_r07=S; 3lz_r07=S; 1lz_r67=S; 3lz_r67=S,1lz_r07=standard; 3lz_r07=standard; 1lz_r67=standard; 3lz_r67=standard,opt_349,,,,,,,,,,,,needs_section_review,False,
zr1x,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:23-23,,,,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",,1lz_s07=S; 3lz_s07=S; 1lz_s67=S; 3lz_s67=S,1lz_s07=standard; 3lz_s07=standard; 1lz_s67=standard; 3lz_s67=standard,opt_350,,,,,,,,,,,,needs_section_review,False,
zr1,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:24-24,,,,"Cruise control, electronic with set and resume speed",,1lz_r07=S; 3lz_r07=S; 1lz_r67=S; 3lz_r67=S,1lz_r07=standard; 3lz_r07=standard; 1lz_r67=standard; 3lz_r67=standard,opt_351,,,,,,,,,,,,needs_section_review,False,
zr1x,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:24-24,,,,"Cruise control, electronic with set and resume speed",,1lz_s07=S; 3lz_s07=S; 1lz_s67=S; 3lz_s67=S,1lz_s07=standard; 3lz_s07=standard; 1lz_s67=standard; 3lz_s67=standard,opt_352,,,,,,,,,,,,needs_section_review,False,
zr1,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:26-26,,,,"Door locks, power programmable with lockout protection",,1lz_r07=S; 3lz_r07=S; 1lz_r67=S; 3lz_r67=S,1lz_r07=standard; 3lz_r07=standard; 1lz_r67=standard; 3lz_r67=standard,opt_355,,,,,,,,,,,,needs_section_review,False,
zr1x,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:26-26,,,,"Door locks, power programmable with lockout protection",,1lz_s07=S; 3lz_s07=S; 1lz_s67=S; 3lz_s67=S,1lz_s07=standard; 3lz_s07=standard; 1lz_s67=standard; 3lz_s67=standard,opt_356,,,,,,,,,,,,needs_section_review,False,
zr1,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:27-27,,,,"Floor mats, carpeted",,1lz_r07=S; 3lz_r07=S; 1lz_r67=S; 3lz_r67=S,1lz_r07=standard; 3lz_r07=standard; 1lz_r67=standard; 3lz_r67=standard,opt_357,,,,,,,,,,,,needs_section_review,False,
zr1x,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:27-27,,,,"Floor mats, carpeted",,1lz_s07=S; 3lz_s07=S; 1lz_s67=S; 3lz_s67=S,1lz_s07=standard; 3lz_s07=standard; 1lz_s67=standard; 3lz_s67=standard,opt_358,,,,,,,,,,,,needs_section_review,False,
zr1,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:29-29,,,,"Hatch release, push button open",,1lz_r07=S; 3lz_r07=S; 1lz_r67=--; 3lz_r67=--,1lz_r07=standard; 3lz_r07=standard; 1lz_r67=unavailable; 3lz_r67=unavailable,opt_361,,,,,,,,,,,,needs_section_review,False,
zr1x,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:29-29,,,,"Hatch release, push button open",,1lz_s07=S; 3lz_s07=S; 1lz_s67=--; 3lz_s67=--,1lz_s07=standard; 3lz_s07=standard; 1lz_s67=unavailable; 3lz_s67=unavailable,opt_362,,,,,,,,,,,,needs_section_review,False,
zr1,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:31-31,,,,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",,1lz_r07=S; 3lz_r07=S; 1lz_r67=S; 3lz_r67=S,1lz_r07=standard; 3lz_r07=standard; 1lz_r67=standard; 3lz_r67=standard,opt_365,,,,,,,,,,,,needs_section_review,False,
zr1x,zr1_zr1x_standard_raw,zr1_zr1x_standard_raw:31-31,,,,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",,1lz_s07=S; 3lz_s07=S; 1lz_s67=S; 3lz_s67=S,1lz_s07=standard; 3lz_s07=standard; 1lz_s67=standard; 3lz_s67=standard,opt_366,,,,,,,,,,,,needs_section_review,False,
