option_id,rpo,price,option_name,description,detail_raw,section_id,selectable,display_order,active,display_behavior,
opt_rik_001,RIK,395,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory",,"Not available with RIN, SL8.",sec_lpoe_001,TRUE,82,TRUE,,
opt_rin_001,RIN,440,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory",,"Not available with RIK, SL8.",sec_lpoe_001,TRUE,80,TRUE,,
opt_rwh_001,RWH,495,"LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory",,,sec_lpoe_001,TRUE,70,TRUE,,
opt_rwj_001,RWJ,495,"LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory",,,sec_lpoe_001,TRUE,73,TRUE,,
opt_ryq_001,RYQ,,"LPO, Visible Carbon Fiber door intake trim, Genuine Corvette Accessory",,Not available at this time. Not available with (EFY) body-color exterior accents.,sec_lpoe_001,FALSE,,FALSE,,
opt_sbt_001,SBT,2525,"LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories",,"Not available with (CC3) transparent, removable roof panel.",sec_lpoe_001,TRUE,30,TRUE,,
opt_sc7_001,SC7,195,"LPO, Roof panel storage pouch, Genuine Corvette Accessory",,"Included with (SBT) dual roof, LPO.",sec_lpoe_001,TRUE,31,TRUE,,
opt_sda_001,SDA,150,"LPO, Black recovery hook, Genuine Corvette Accessory",,,sec_lpoe_001,TRUE,10,TRUE,,
opt_sfz_001,SFZ,250,"LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory",,"Not available with (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW). Included with (PCZ) Tech Bronze Accent Package, LPO.",sec_lpoe_001,TRUE,20,TRUE,,
opt_sg1_001,SG1,325,"LPO, Z06 badges in Edge Red, Genuine Corvette Accessory",,,sec_lpoe_001,TRUE,22,TRUE,,
opt_sig_001,SIG,425,"LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory",,Requires (T0E) rear spoiler.,sec_lpoe_001,TRUE,90,TRUE,,
opt_sl8_001,SL8,495,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory",,"Not available with RIK, RIN.",sec_lpoe_001,TRUE,81,TRUE,,
opt_vtb_001,VTB,150,"LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory",,,sec_lpoe_001,TRUE,40,TRUE,,
opt_vwe_001,VWE,950,"LPO, Front radiator grille screens, Genuine Corvette Accessory",,"Included with (PCQ) Grille Screen Protection Package, LPO.",sec_lpoe_001,TRUE,50,TRUE,,
opt_vwt_001,VWT,795,"LPO, Insect protection grille screen, Genuine Corvette Accessory",,"Included with (PCQ) Grille Screen Protection Package, LPO.",sec_lpoe_001,TRUE,55,TRUE,,
opt_wkr_001,WKR,1275,"LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory",,"When ordered with one of the following spoilers: 5V5, 5ZV, 5ZW, or (T0F/T0G) Carbon Fiber Aero Package, High Wing version is provided.",sec_lpoe_001,TRUE,71,TRUE,,
opt_wks_001,WKS,495,"LPO, Premium indoor car cover, Galvanized Cool with Z06 logo, Genuine Corvette Accessory",,,sec_lpoe_001,TRUE,72,TRUE,,
opt_cav_001,CAV,230,"LPO, Contoured cargo area liners with Jake logo, Genuine Corvette Accessory",,"Included with (PEF) Contoured Liner Protection Package, LPO.",sec_lpoi_001,TRUE,32,TRUE,,
opt_pdy_001,PDY,195,"LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,5,TRUE,,
opt_pef_001,PEF,475,"LPO, Contoured Liner Protection Package, includes (CAV) contoured cargo area liners with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,30,TRUE,,
opt_ria_001,RIA,265,"LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory",,"Included with (PEF) Contoured Liner Protection Package, LPO.",sec_lpoi_001,TRUE,31,TRUE,,
opt_rwu_001,RWU,175,"LPO, Cargo area organizer, collapsible, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,50,TRUE,,
opt_ryt_001,RYT,60,"LPO, First Aid Kit, Genuine Corvette Accessory",,Included with (PDY) Roadside Safety Package.,sec_lpoi_001,TRUE,6,TRUE,,
opt_s08_001,S08,150,"LPO, Highway Safety Kit, Genuine Corvette Accessory",,Included with (PDY) Roadside Safety Package.,sec_lpoi_001,TRUE,7,TRUE,,
opt_s2l_001,S2L,1695,"LPO, Set of premium leather weekend/travel bags, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,70,TRUE,,
opt_sxb_001,SXB,2095,"LPO, Suede frunk and trunk compartment liner, Black, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,80,TRUE,,
opt_sxr_001,SXR,2095,"LPO, Suede frunk and trunk compartment liner, Adrenaline Red, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,81,TRUE,,
opt_sxt_001,SXT,2695,"LPO, Suede frunk and trunk compartment liner, Natural, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,82,TRUE,,
opt_v8x_001,V8X,,"LPO, Visible Carbon Fiber sill plates Genuine Corvette Accessory",,Not available at this time.,sec_lpoi_001,FALSE,,FALSE,,
opt_vyw_001,VYW,275,"LPO, Floor mats, premium carpeted with Z06 badge emblem on Z06 models, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,40,TRUE,,
opt_w2d_001,W2D,125,"LPO, Cargo net set, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,60,TRUE,,
opt_5dh_001,5DH,4450,"LPO, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Satin Graphite forged aluminum with Red stripe wheels. Includes Black lug nuts and Black wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Accessory wheels do not include additional wheels caps, factory wheels caps may be reused, or additional wheel caps may be purchased. Genuine Corvette Accessory",,"Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ.",sec_lpow_001,TRUE,10,TRUE,,
opt_5dk_001,5DK,4450,"LPO, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Tech Bronze forged aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory",,"Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ. Included with (PCZ) Tech Bronze Accent Package, LPO.",sec_lpow_001,TRUE,20,TRUE,,
opt_5v5_001,5V5,5995,"LPO, Spoiler, Visible Carbon Fiber, Genuine Corvette Accessory",,"Unavailable until further notice. Not available with T0F, T0G.",sec_perf_aero_001,TRUE,31,FALSE,,
opt_5zv_001,5ZV,2075,"LPO, Three-Stanchion high wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory",,"Not available with T0F, T0G, 5V5.",sec_perf_aero_001,TRUE,30,TRUE,,
opt_t0e_001,T0E,0,"Spoiler, rear",,,sec_perf_aero_001,TRUE,10,TRUE,default_selected,
opt_t0f_001,T0F,8995,"Carbon Fiber Aero Package, Carbon Flash-painted, includes high-wing, dive planes and (CFZ) Carbon Flash-painted carbon fiber ground effects",,Included with (PDD) Z07 Carbon Flash Aero and Wheel Package.,sec_perf_aero_001,TRUE,20,TRUE,,
opt_t0g_001,T0G,10995,"Carbon Fiber Aero Package, visible, includes high-wing, dive planes and (CFV) visible carbon fiber ground effects",,Included with (PDF) Z07 Visible Carbon Aero and Wheel Package.,sec_perf_aero_001,TRUE,21,TRUE,,
opt_j56_001,J56,0,"Brakes, 4-wheel antilock, 4-wheel disc, performance 6-piston front and 4-piston rear",,,sec_perf_brake_001,TRUE,10,TRUE,default_selected,
opt_j57_001,J57,9000,"Brakes, 4-wheel antilock, 4-wheel disc, carbon ceramic, includes (J6D) Dark Gray Metallic-painted calipers",,Included with (Z07) Z07 Performance Package or (PDB) Carbon Fiber Wheel and Brake Package.,sec_perf_brake_001,TRUE,20,TRUE,,
opt_cfl_001,CFL,995,"NEW!Ground effects, extended front splitter",,Not available with (CFV/CFZ) ground effects.,sec_perf_ground_001,TRUE,30,TRUE,,
opt_cfv_002,CFV,4495,"Ground effects, visible carbon fiber",,Included with (T0G) Visible Carbon Fiber Aero Package.,sec_perf_ground_001,TRUE,36,TRUE,,
opt_cfz_001,CFZ,3495,"Ground effects, carbon fiber, Carbon Flash-painted",,Included with (T0F) Carbon Flash-painted Carbon Fiber Aero Package.,sec_perf_ground_001,TRUE,35,TRUE,,
opt_e60_001,E60,2995,"Front lift adjustable height with memory, includes (TR7) automatic headlamp leveling system",,,sec_perf_support_001,TRUE,15,TRUE,,
opt_eri_001,ERI,100,Battery Protection Package,,,sec_perf_support_001,TRUE,10,TRUE,,
opt_pdb_001,PDB,16000,"Carbon Fiber Wheel and Brake Package, includes (J57) carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers and choice of one of the following wheels set: (ROY) 20"" front/21"" rear Carbon Flash-painted carbon fiber wheels, (ROZ) 20"" front/21"" rear visible carbon fiber wheels, or (STZ) 20"" front/21"" rear visible carbon fiber wheels with Red stripe",,,sec_perf_z52_001,TRUE,20,TRUE,,
opt_pdd_001,PDD,25495,"Z07 Carbon Flash Aero and Wheel Package, includes (Z07) Z07 Performance Package, (T0F) Carbon Flash-painted Carbon Fiber Aero Package, (CFZ) Carbon Flash-painted carbon fiber ground effects, and choice of one of the following wheels set: (ROY) 20"" front/21"" rear Carbon Flash-painted carbon fiber wheels, (ROZ) 20"" front/21"" rear visible carbon fiber wheels, or (STZ) 20"" front/21"" rear visible carbon fiber wheels with Red stripe",,,sec_perf_z52_001,TRUE,30,TRUE,,
opt_pdf_001,PDF,26495,"Z07 Visible Carbon Aero and Wheel Package, includes (Z07) Z07 Performance Package, (T0G) Visible Carbon Fiber Aero Package, (CFV) visible carbon fiber ground effects, and choice of one of the following wheels set: (ROY) 20"" front/21"" rear Carbon Flash-painted carbon fiber wheels, (ROZ) 20"" front/21"" rear visible carbon fiber wheels, or (STZ) 20"" front/21"" rear visible carbon fiber wheels with Red stripe",,,sec_perf_z52_001,TRUE,40,TRUE,,Needs PR
opt_z07_001,Z07,9500,"Z07 Performance Package, includes (J57) 4-wheel antilock, 4-wheel disc, carbon ceramic brakes with (J6D) Dark Gray Metallic-painted calipers, (FE7) Z07 suspension with Magnetic Selective Ride Control and (XFS) 275/30ZR20 front and 345/25ZR21 rear Michelin Pilot Sport Cup 2 R ultra performance tires; (J6D) Dark Gray Metallic-painted calipers can be upgraded at additional cost to one of the following painted caliper colors: (J6B) Blue, (J6F) Bright Red, (J6N) Edge Red, (J6L) Orange, or (J6E) Velocity Yellow",,Requires (CFZ) Carbon Flash-painted carbon fiber ground effects and (T0F) Carbon Flash-painted Carbon Fiber Aero Package or (CFV) visible carbon fiber ground effects and (T0G) Visible Carbon Fiber Aero Package. Included with (PDD/PDF) Z07 Aero and Wheel Package.,sec_perf_z52_001,TRUE,10,TRUE,,Needs PR
opt_c2z_001,C2Z,2595,"Roof panel, visible carbon fiber with body-color surround, removable",,,sec_roof_001,TRUE,11,TRUE,,Needs PR
opt_cc3_001,CC3,995,"Roof panel, transparent, removable",,,sec_roof_001,TRUE,12,TRUE,,
opt_cf7_001,CF7,0,"Roof panel, body-color, removable",,,sec_roof_001,TRUE,10,TRUE,,
opt_cf8_001,CF8,3500,"Roof panel, electrochromic dimming, removable",,"Not available at start of production. Not available with any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW).",sec_roof_001,TRUE,50,TRUE,,
opt_cm9_001,CM9,0,"Convertible top, retractable, power-folding hard top, painted body-color roof, remote control (down only), includes power glass rear window with integral defogger",,,sec_roof_001,TRUE,20,TRUE,,
opt_d84_001,D84,1295,"Convertible top, Carbon Flash-painted nacelles and roof",,Not available with exterior color (GBA) Black.,sec_roof_001,TRUE,60,TRUE,,
opt_d86_001,D86,1295,"Convertible top, Carbon Flash-painted nacelles and body-color roof",,Not available with exterior color (GBA) Black.,sec_roof_001,TRUE,70,TRUE,,
opt_aj7_001,AJ7,,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System",,"Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information.",sec_safe_001,FALSE,10,TRUE,,
opt_drz_001,DRZ,,"Rear Camera Mirror, inside rearview auto-dimming with full camera display",,,sec_safe_001,FALSE,70,TRUE,,
opt_tdm_001,TDM,,"Teen Driver, a configurable feature that lets you activate customizable vehicle settings associated with a key fob, to help encourage safe driving behavior. It can limit certain available vehicle features, and it prevents certain safety systems from being turned off. An in-vehicle report card gives you information on driving habits and helps you to continue to coach your new driver",,,sec_safe_001,FALSE,90,TRUE,,
