proposal_selectable_id,model_key,section_family,orderable_rpo,proposal_label,description,display_label,review_status,proposal_filter_status,availability_row_count,variant_count,available_count,standard_count,not_available_count,source_ref_count,source_sheets,source_rows_sample,notes
prop_grand_sport_exterior_dpc,grand_sport,exterior,DPC,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,81,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_dpg,grand_sport,exterior,DPG,Carbon Flash with Orange accent Full Length Dual Racing Stripes,Carbon Flash with Orange accent Full Length Dual Racing Stripes,Carbon Flash with Orange accent Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,82,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_dpl,grand_sport,exterior,DPL,Carbon Flash with Red accent Full Length Dual Racing Stripes,Carbon Flash with Red accent Full Length Dual Racing Stripes,Carbon Flash with Red accent Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,83,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_dpt,grand_sport,exterior,DPT,Carbon Flash with Silver accent Full Length Dual Racing Stripes,Carbon Flash with Silver accent Full Length Dual Racing Stripes,Carbon Flash with Silver accent Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,84,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_dsy,grand_sport,exterior,DSY,Edge Orange Full Length Dual Racing Stripes,Edge Orange Full Length Dual Racing Stripes,Edge Orange Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,87,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_dsz,grand_sport,exterior,DSZ,Edge Red Full Length Dual Racing Stripes,Edge Red Full Length Dual Racing Stripes,Edge Red Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,88,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_dt0,grand_sport,exterior,DT0,Competition Yellow Full Length Dual Racing Stripes,Competition Yellow Full Length Dual Racing Stripes,Competition Yellow Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,90,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_dth,grand_sport,exterior,DTH,Carbon Flash Metallic Full Length Dual Racing Stripes,Carbon Flash Metallic Full Length Dual Racing Stripes,Carbon Flash Metallic Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,86,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_dub,grand_sport,exterior,DUB,Sterling Silver Full Length Dual Racing Stripes,Sterling Silver Full Length Dual Racing Stripes,Sterling Silver Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,89,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_due,grand_sport,exterior,DUE,NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,78,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_duk,grand_sport,exterior,DUK,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,79,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_duw,grand_sport,exterior,DUW,Edge Blue Full Length Dual Racing Stripes,Edge Blue Full Length Dual Racing Stripes,Edge Blue Full Length Dual Racing Stripes,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,85,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_dx4,grand_sport,exterior,DX4,Red Mist Grand Sport Heritage Hash Marks,Red Mist Grand Sport Heritage Hash Marks,Red Mist Grand Sport Heritage Hash Marks,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,74,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_dzu,grand_sport,exterior,DZU,Carbon Flash/Competition Yellow Stinger Stripe,Carbon Flash/Competition Yellow Stinger Stripe,Carbon Flash/Competition Yellow Stinger Stripe,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,93,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_dzv,grand_sport,exterior,DZV,Carbon Flash/Midnight Silver Stinger Stripe,Carbon Flash/Midnight Silver Stinger Stripe,Carbon Flash/Midnight Silver Stinger Stripe,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,92,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_dzx,grand_sport,exterior,DZX,Carbon Flash/Edge Red Stinger Stripe,Carbon Flash/Edge Red Stinger Stripe,Carbon Flash/Edge Red Stinger Stripe,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,91,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_e60,grand_sport,exterior,E60,"Front lift adjustable height with memory, includes (TR7) automatic headlamp leveling system","Front lift adjustable height with memory, includes (TR7) automatic headlamp leveling system","Front lift adjustable height with memory, includes (TR7) automatic headlamp leveling system",proposal_only,confident_subset,6,6,4,0,2,6,Exterior 2,18,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_edu,grand_sport,exterior,EDU,"Exterior accents, Carbon Flash and body-color; body-color side vents and front splitter, Carbon Flash-painted rockers and front/rear grille accents","Exterior accents, Carbon Flash and body-color; body-color side vents and front splitter, Carbon Flash-painted rockers and front/rear grille accents","Exterior accents, Carbon Flash and body-color; body-color side vents and front splitter, Carbon Flash-painted rockers and front/rear grille accents",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,17,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_eyk,grand_sport,exterior,EYK,Chrome Exterior Badge Package,Chrome Exterior Badge Package,Chrome Exterior Badge Package,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,9,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_pcq,grand_sport,exterior,PCQ,"LPO, Grille Screen Protection Package, includes (VWE) front radiator grille screens LPO and (VWT) insect protection grille screen LPO, Genuine Corvette Accessories","LPO, Grille Screen Protection Package, includes (VWE) front radiator grille screens LPO and (VWT) insect protection grille screen LPO, Genuine Corvette Accessories","LPO, Grille Screen Protection Package, includes (VWE) front radiator grille screens LPO and (VWT) insect protection grille screen LPO, Genuine Corvette Accessories",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,27,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_pin,grand_sport,exterior,PIN,Customer VIN ending reservation,Customer VIN ending reservation,Customer VIN ending reservation,proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,14,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_r88,grand_sport,exterior,R88,"LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory","LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory","LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,33,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_r8c,grand_sport,exterior,R8C,"Corvette Museum Delivery, acknowledgement form required, includes (CFX) Corvette Museum logo plaque personalized with your name and VIN","Corvette Museum Delivery, acknowledgement form required, includes (CFX) Corvette Museum logo plaque personalized with your name and VIN","Corvette Museum Delivery, acknowledgement form required, includes (CFX) Corvette Museum logo plaque personalized with your name and VIN",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,13,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_rik,grand_sport,exterior,RIK,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory","LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory","LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,43,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_rin,grand_sport,exterior,RIN,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory","LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory","LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,41,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_roy,grand_sport,exterior,ROY,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash-painted carbon fiber","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash-painted carbon fiber","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Carbon Flash-painted carbon fiber",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,101,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_roz,grand_sport,exterior,ROZ,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,102,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_rwh,grand_sport,exterior,RWH,"LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory","LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory","LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,29,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_rwj,grand_sport,exterior,RWJ,"LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory","LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory","LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,31,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_rz9,grand_sport,exterior,RZ9,"LPO, Visible Carbon Fiber grille insert, Genuine Corvette Accessory","LPO, Visible Carbon Fiber grille insert, Genuine Corvette Accessory","LPO, Visible Carbon Fiber grille insert, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,35,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_s47,grand_sport,exterior,S47,"LPO, Chrome lug nuts, Genuine Corvette Accessory","LPO, Chrome lug nuts, Genuine Corvette Accessory","LPO, Chrome lug nuts, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,54,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_sbt,grand_sport,exterior,SBT,"LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories","LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories","LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories",proposal_only,confident_subset,6,6,3,0,3,6,Exterior 2,40,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_sda,grand_sport,exterior,SDA,"LPO, Black recovery hook, Genuine Corvette Accessory","LPO, Black recovery hook, Genuine Corvette Accessory","LPO, Black recovery hook, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,39,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_sfe,grand_sport,exterior,SFE,"LPO, Chrome wheel locks, Genuine Corvette Accessory","LPO, Chrome wheel locks, Genuine Corvette Accessory","LPO, Chrome wheel locks, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,52,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_sfz,grand_sport,exterior,SFZ,"LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory","LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory","LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,32,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_sht,grand_sport,exterior,SHT,"LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory","LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory","LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,47,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_sig,grand_sport,exterior,SIG,"LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory","LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory","LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,45,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_sl8,grand_sport,exterior,SL8,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory","LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory","LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,42,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_spy,grand_sport,exterior,SPY,"LPO, Black lug nuts, Genuine Corvette Accessory","LPO, Black lug nuts, Genuine Corvette Accessory","LPO, Black lug nuts, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,53,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_spz,grand_sport,exterior,SPZ,"LPO, Black wheel locks, Genuine Corvette Accessory","LPO, Black wheel locks, Genuine Corvette Accessory","LPO, Black wheel locks, Genuine Corvette Accessory",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,51,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_stz,grand_sport,exterior,STZ,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber with Red stripe","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber with Red stripe","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber with Red stripe",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,103,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_sup,grand_sport,exterior,SUP,"LPO, Grand Sport badges in Red","LPO, Grand Sport badges in Red","LPO, Grand Sport badges in Red",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,28,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_swn,grand_sport,exterior,SWN,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Gloss Black forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Gloss Black forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Gloss Black forged aluminum",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,98,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_swo,grand_sport,exterior,SWO,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, high polished forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, high polished forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, high polished forged aluminum",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,100,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_swp,grand_sport,exterior,SWP,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Carbon Flash-painted with bright polished forged aluminum face","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Carbon Flash-painted with bright polished forged aluminum face","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Carbon Flash-painted with bright polished forged aluminum face",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,99,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_t0f,grand_sport,exterior,T0F,"Carbon Fiber Aero Package, Carbon Flash-painted, includes high-wing, dive planes and (CFZ) Carbon Flash-painted carbon fiber ground effects","Carbon Fiber Aero Package, Carbon Flash-painted, includes high-wing, dive planes and (CFZ) Carbon Flash-painted carbon fiber ground effects","Carbon Fiber Aero Package, Carbon Flash-painted, includes high-wing, dive planes and (CFZ) Carbon Flash-painted carbon fiber ground effects",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,7,Generated review evidence only; proposal_selectable_id is not final canonical truth.
prop_grand_sport_exterior_vk3,grand_sport,exterior,VK3,"License plate bracket, front","License plate bracket, front","License plate bracket, front",proposal_only,confident_subset,6,6,6,0,0,6,Exterior 2,26,Generated review evidence only; proposal_selectable_id is not final canonical truth.
