model_key,option_id,excel_row,source_rpo,orderable_rpo,ref_only_rpo,source_option_description,raw_source_sheet,raw_source_span,review_status,active,suggested_section_id,suggested_section_name,final_section_id,resolved_section_id,suggested_display_order,final_display_order,final_selectable,final_display_behavior,normalized_status_summary,existing_notes,present_in_target_options,present_in_target_ovs,current_target_section_id,current_target_selectable,current_target_display_behavior,recommended_action,risk_level,rationale,proposed_review_status,proposed_active,proposed_final_section_id,proposed_final_selectable,proposed_final_display_behavior,proposed_notes
z06,opt_162,37,,,,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",z06_intextmec_raw,z06_intextmec_raw:192-192,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,exclude_informational_standard_duplicate,low,No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.
z06,opt_167,38,,,,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console",z06_intextmec_raw,z06_intextmec_raw:209-212,needs_section_review,False,sec_3lte_001,3LT Equipment,,sec_3lte_001,,,,,1lz_h07=unavailable; 2lz_h07=unavailable; 3lz_h07=standard; 1lz_h67=unavailable; 2lz_h67=unavailable; 3lz_h67=standard,,True,True,sec_3lte_001,False,,defer_interior_structure,medium,"Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure.",deferred,False,,,,"defer_interior_structure: Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure."
z06,opt_172,39,,,,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",z06_intextmec_raw,z06_intextmec_raw:220-220,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,exclude_informational_standard_duplicate,low,No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.
z06,opt_176,40,,,,"Trunk release, push button open",z06_intextmec_raw,z06_intextmec_raw:224-224,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=unavailable; 2lz_h07=unavailable; 3lz_h07=unavailable; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,exclude_informational_standard_duplicate,low,No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.
z06,opt_179,41,,,,"Visors, driver and passenger illuminated vanity mirrors, covered",z06_intextmec_raw,z06_intextmec_raw:227-227,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,exclude_informational_standard_duplicate,low,No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.
z06,opt_180,42,,,,"Windows, power with driver and passenger Express-Down/Up",z06_intextmec_raw,z06_intextmec_raw:228-228,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,exclude_informational_standard_duplicate,low,No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.
z06,opt_187,43,,,,"Antenna, integral front and rear",z06_intextmec_raw,z06_intextmec_raw:235-235,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,exclude_informational_standard_duplicate,low,No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.
z06,opt_197,44,,,,Daytime running lamps,z06_intextmec_raw,z06_intextmec_raw:263-263,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,exclude_informational_standard_duplicate,low,No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.
z06,opt_203,45,,,,"Glass, Solar-Ray light-tinted",z06_intextmec_raw,z06_intextmec_raw:284-284,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,exclude_informational_standard_duplicate,low,No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.
z06,opt_288,46,,,,"Wipers, front intermittent",z06_intextmec_raw,z06_intextmec_raw:516-516,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,exclude_informational_standard_duplicate,low,No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.
z06,opt_289,47,,,,"Active handling stability control, improves traction and enhances vehicle stability",z06_intextmec_raw,z06_intextmec_raw:517-517,needs_section_review,False,sec_safe_001,Safety Features,,sec_safe_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_safe_001,False,,exclude_informational_standard_duplicate,low,No RPO tech/safety/included disclosure appears informational; keep out of option emission unless a standard-equipment summary path needs it.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO tech/safety/included disclosure appears informational; keep out of option emission unless a standard-equipment summary path needs it.
z06,opt_295,48,,,,NEW!Intersection Automatic Emergency Braking,z06_intextmec_raw,z06_intextmec_raw:526-526,needs_section_review,False,sec_safe_001,Safety Features,,sec_safe_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_safe_001,False,,exclude_informational_standard_duplicate,low,No RPO tech/safety/included disclosure appears informational; keep out of option emission unless a standard-equipment summary path needs it.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO tech/safety/included disclosure appears informational; keep out of option emission unless a standard-equipment summary path needs it.
z06,opt_319,49,,,,"Frame, aluminum structure",z06_intextmec_raw,z06_intextmec_raw:572-572,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,exclude_informational_standard_duplicate,low,No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.
z06,opt_326,50,,,,Oil life monitoring system,z06_intextmec_raw,z06_intextmec_raw:585-585,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,exclude_informational_standard_duplicate,low,No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.
z06,opt_329,51,,,,"Steering, power, electric, speed-sensitive, rack-and-pinion, variable ratio",z06_intextmec_raw,z06_intextmec_raw:588-588,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,exclude_informational_standard_duplicate,low,No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.
z06,opt_332,52,,,,"Traction control, all-speed",z06_intextmec_raw,z06_intextmec_raw:594-594,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,exclude_informational_standard_duplicate,low,No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.,deferred,False,,,,exclude_informational_standard_duplicate: No RPO standard-equipment disclosure appears informational rather than a selectable/source option row.
z06,opt_36s_001,68,36S,36S,,"Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console",z06_intextmec_raw,z06_intextmec_raw:203-207,needs_section_review,False,sec_cust_002,Custom Stitch,,sec_cust_002,,,,,1lz_h07=unavailable; 2lz_h07=available; 3lz_h07=available; 1lz_h67=unavailable; 2lz_h67=available; 3lz_h67=available,,True,True,sec_cust_002,True,,defer_interior_structure,high,"Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure.",deferred,False,,,,"defer_interior_structure: Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure."
z06,opt_37s_001,76,37S,37S,,"Santorini Blue custom leather stitch, includes seats, instrument panel, doors and console",z06_intextmec_raw,z06_intextmec_raw:193-197,needs_section_review,False,sec_cust_002,Custom Stitch,,sec_cust_002,,,,,1lz_h07=unavailable; 2lz_h07=available; 3lz_h07=available; 1lz_h67=unavailable; 2lz_h67=available; 3lz_h67=available,,True,True,sec_cust_002,True,,defer_interior_structure,high,"Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure.",deferred,False,,,,"defer_interior_structure: Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure."
z06,opt_38s_001,82,38S,38S,,"Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console",z06_intextmec_raw,z06_intextmec_raw:198-202,needs_section_review,False,sec_cust_002,Custom Stitch,,sec_cust_002,,,,,1lz_h07=unavailable; 2lz_h07=available; 3lz_h07=available; 1lz_h67=unavailable; 2lz_h67=available; 3lz_h67=available,,True,True,sec_cust_002,True,,defer_interior_structure,high,"Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure.",deferred,False,,,,"defer_interior_structure: Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure."
z06,opt_5dh_001,143,5DH,5DH,,"LPO, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Satin Graphite forged aluminum with Red stripe wheels. Includes Black lug nuts and Black wheel locks. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Accessory wheels do not include additional wheels caps, factory wheels caps may be reused, or additional wheel caps may be purchased. Genuine Corvette Accessory",z06_intextmec_raw,z06_intextmec_raw:409-412,needs_section_review,False,sec_lpow_001,LPO Wheels,,sec_lpow_001,,,,,1lz_h07=available; 2lz_h07=available; 3lz_h07=available; 1lz_h67=available; 2lz_h67=available; 3lz_h67=available,,True,True,sec_lpow_001,True,,defer_rules_or_pricing_evidence,high,Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.,deferred,False,,,,defer_rules_or_pricing_evidence: Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.
z06,opt_5dk_001,144,5DK,5DK,,"LPO, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Tech Bronze forged aluminum wheels. Includes Black lug nuts, Black wheel locks, and Tech Bronze wheel center caps. Accessory LPO wheels are a second set of wheels. Please ensure customer desires 2 sets of wheels before ordering. Genuine Corvette Accessory",z06_intextmec_raw,z06_intextmec_raw:413-416,needs_section_review,False,sec_lpow_001,LPO Wheels,,sec_lpow_001,,,,,1lz_h07=available; 2lz_h07=available; 3lz_h07=available; 1lz_h67=available; 2lz_h67=available; 3lz_h67=available,,True,True,sec_lpow_001,True,,defer_rules_or_pricing_evidence,high,Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.,deferred,False,,,,defer_rules_or_pricing_evidence: Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.
z06,opt_5v5_001,148,5V5,5V5,,"LPO, Spoiler, Visible Carbon Fiber, Genuine Corvette Accessory",z06_intextmec_raw,z06_intextmec_raw:363-366,needs_section_review,False,sec_perf_aero_001,Aero Packages,,sec_perf_aero_001,,,,,1lz_h07=unavailable; 2lz_h07=unavailable; 3lz_h07=available; 1lz_h67=unavailable; 2lz_h67=unavailable; 3lz_h67=available,,True,True,sec_perf_aero_001,True,,defer_rules_or_pricing_evidence,high,Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.,deferred,False,,,,defer_rules_or_pricing_evidence: Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.
z06,opt_bcw_001,261,BCW,BCW,,"Engine intake, Red",z06_intextmec_raw,z06_intextmec_raw:559-563,needs_section_review,False,sec_engi_001,Engine Appearance,,sec_engi_001,20,,,,1lz_h07=available; 2lz_h07=available; 3lz_h07=available; 1lz_h67=available; 2lz_h67=available; 3lz_h67=available,,True,True,sec_engi_001,True,,defer_rules_or_pricing_evidence,high,Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.,deferred,False,,,,defer_rules_or_pricing_evidence: Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.
z06,opt_cfv_002,287,CFV,CFV,,"Ground effects, visible carbon fiber",z06_intextmec_raw,z06_intextmec_raw:289-292,needs_section_review,False,sec_perf_ground_001,Ground Effects,,sec_perf_ground_001,,,,,1lz_h07=available; 2lz_h07=available; 3lz_h07=available; 1lz_h67=available; 2lz_h67=available; 3lz_h67=available,,True,True,sec_perf_ground_001,True,,defer_rules_or_pricing_evidence,high,Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.,deferred,False,,,,defer_rules_or_pricing_evidence: Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.
z06,opt_dy0_002,371,DY0,DY0,,"Display hood, Carbon Fiber, located above the Driver Information Center display",z06_intextmec_raw,z06_intextmec_raw:39-39,needs_section_review,False,sec_inte_001,Interior Trim,,sec_inte_001,,,,,1lz_h07=unavailable; 2lz_h07=unavailable; 3lz_h07=available; 1lz_h67=unavailable; 2lz_h67=unavailable; 3lz_h67=available,,True,True,sec_inte_001,True,,defer_interior_structure,medium,"Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure.",deferred,False,,,,"defer_interior_structure: Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure."
z06,opt_efy_001,390,EFY,EFY,,"Exterior accents, body-color, side vents, rockers, splitter and front/rear grille accents",z06_intextmec_raw,z06_intextmec_raw:264-268,needs_section_review,False,sec_exte_001,Exterior Accents,,sec_exte_001,,,,,1lz_h07=available; 2lz_h07=available; 3lz_h07=available; 1lz_h67=available; 2lz_h67=available; 3lz_h67=available,,True,True,sec_exte_001,True,,defer_exterior_paint_or_color,high,Color/paint/stripe-like row should wait for exterior color or stripe-specific closure.,deferred,False,,,,defer_exterior_paint_or_color: Color/paint/stripe-like row should wait for exterior color or stripe-specific closure.
z06,opt_fa6_001,408,FA6,FA6,,"Trim, interior, level 2, carbon fiber instrument panel trim, cluster-surround and console/door inserts",z06_intextmec_raw,z06_intextmec_raw:215-218,needs_section_review,False,sec_inte_001,Interior Trim,,sec_inte_001,,,,,1lz_h07=unavailable; 2lz_h07=unavailable; 3lz_h07=available; 1lz_h67=unavailable; 2lz_h67=unavailable; 3lz_h67=available,,True,True,sec_inte_001,True,,defer_interior_structure,medium,"Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure.",deferred,False,,,,"defer_interior_structure: Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure."
z06,opt_fe6_002,412,FE6,,FE6,"Suspension, performance with Magnetic Selective Ride Control",z06_intextmec_raw,z06_intextmec_raw:589-589,needs_section_review,False,sec_susp_001,Suspension,,sec_susp_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_susp_001,False,,defer_rules_or_pricing_evidence,high,Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.,deferred,False,,,,defer_rules_or_pricing_evidence: Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.
z06,opt_fe7_001,413,FE7,,FE7,"Suspension, Z07 with Magnetic Selective Ride Control",z06_intextmec_raw,z06_intextmec_raw:590-593,needs_section_review,False,sec_susp_001,Suspension,,sec_susp_001,,,,,1lz_h07=available; 2lz_h07=available; 3lz_h07=available; 1lz_h67=available; 2lz_h67=available; 3lz_h67=available,,True,True,sec_susp_001,False,,defer_rules_or_pricing_evidence,high,Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.,deferred,False,,,,defer_rules_or_pricing_evidence: Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.
z06,opt_lt6_002,495,LT6,,LT6,"Engine, 5.5L V8 DI, high-output, Variable Valve Timing (VVT), (670 hp [499.6 kW] @ 8400 rpm, 460 lb-ft of torque [623.8 N-m] @ 6300 rpm)",z06_intextmec_raw,z06_intextmec_raw:555-555,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,defer_rules_or_pricing_evidence,high,Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.,deferred,False,,,,defer_rules_or_pricing_evidence: Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.
z06,opt_m1m_002,504,M1M,,M1M,"Transmission, 8-speed dual clutch, includes manual and auto modes",z06_intextmec_raw,z06_intextmec_raw:595-595,needs_section_review,False,sec_stan_001,Standard Equipment,,sec_stan_001,,,,,1lz_h07=standard; 2lz_h07=standard; 3lz_h07=standard; 1lz_h67=standard; 2lz_h67=standard; 3lz_h67=standard,,True,True,sec_stan_001,False,,defer_rules_or_pricing_evidence,high,Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.,deferred,False,,,,defer_rules_or_pricing_evidence: Z-specific performance/wheel/suspension/aero/engine-cover/ground-effects logic needs rule/pricing evidence before approval.
z06,opt_n26_001,508,N26,N26,,"Steering wheel, sueded microfiber-wrapped",z06_intextmec_raw,z06_intextmec_raw:182-186,needs_section_review,False,sec_inte_001,Interior Trim,,sec_inte_001,,,,,1lz_h07=available; 2lz_h07=available; 3lz_h07=unavailable; 1lz_h67=available; 2lz_h67=available; 3lz_h67=unavailable,,True,True,sec_inte_001,True,,defer_interior_structure,medium,"Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure.",deferred,False,,,,"defer_interior_structure: Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure."
z06,opt_n2z_001,511,N2Z,N2Z,,"Steering wheel, carbon fiber and sueded microfiber-wrapped",z06_intextmec_raw,z06_intextmec_raw:187-190,needs_section_review,False,sec_inte_001,Interior Trim,,sec_inte_001,,,,,1lz_h07=unavailable; 2lz_h07=unavailable; 3lz_h07=available; 1lz_h67=unavailable; 2lz_h67=unavailable; 3lz_h67=available,,True,True,sec_inte_001,True,,defer_interior_structure,medium,"Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure.",deferred,False,,,,"defer_interior_structure: Interior/custom trim/stitching semantics should be closed in the interiors pass, not mass-approved during option closure."
