option_id,rpo,price,option_name,description,detail_raw,section_id,selectable,display_order,active,display_behavior,
opt_vk3_001,VK3,40,"License plate bracket, front",,Will be forced on orders with ship-to states that require a front license plate.,sec_cust_001,TRUE,50,TRUE,,
opt_36s_001,36S,495,"Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console",,Requires (HTE/HTT/HUB/HUC) Jet Black interior.,sec_cust_002,TRUE,20,TRUE,,
opt_37s_001,37S,495,"Santorini Blue custom leather stitch, includes seats, instrument panel, doors and console",,Requires (HTE/HTT/HUB/HUC) Jet Black interior.,sec_cust_002,TRUE,30,TRUE,,
opt_38s_001,38S,495,"Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console",,Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior.,sec_cust_002,TRUE,10,TRUE,,
opt_b6p_001,B6P,1895,"Coupe Engine Appearance Package, includes carbon fiber trim and (SL9) engine specification plaque, LPO",,,sec_engi_001,TRUE,1,TRUE,,
opt_zz3_001,ZZ3,1195,"Convertible Engine Appearance Package, includes window under tonneau cover, engine intake and (SL9) engine specification plaque, LPO",,,sec_engi_001,TRUE,5,TRUE,,
opt_d3v_001,D3V,195,Engine lighting,,,sec_engi_001,TRUE,10,TRUE,,
opt_sl9_001,SL9,125,"LPO, Engine specification plaque, Genuine Corvette Accessory",,Included with (B6P/ZZ3) Engine Appearance Package.,sec_engi_001,TRUE,11,TRUE,,
opt_slk_001,SLK,1995,"LPO, Rear hatch strut bracket, Edge Red, Genuine Corvette Accessory",,,sec_engi_001,TRUE,50,TRUE,,
opt_sln_001,SLN,2895,"LPO, Visible carbon fiber engine cross brace with Jake logo, Genuine Corvette Accessory",,,sec_engi_001,TRUE,60,TRUE,,
opt_etv_001,ETV,995,"Exterior trim, carbon fiber split window trim, painted body-color",,,sec_engi_001,TRUE,,TRUE,,
opt_nga_001,NGA,0,"Exhaust tips, Black",,,sec_exha_001,TRUE,10,TRUE,,
opt_wub_001,WUB,,"NEW!Exhaust, quad center exit",,,sec_stan_001,FALSE,20,TRUE,,
opt_nwi_001,NWI,395,"NEW!Exhaust tips, bright, center, quad, exposed",,,sec_exha_001,TRUE,30,TRUE,,
opt_efr_001,EFR,0,"Exterior accents, Carbon Flash, side vents and front/rear grille accents",,Also includes tonneau grille.,sec_exte_001,TRUE,10,TRUE,default_selected,
opt_zyc_001,ZYC,295,"Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped with T0E standard spoiler), includes (DRG) Carbon Flash Metallic-painted outside mirrors",,Not available with exterior color (GBA) Black.,sec_exte_001,TRUE,30,TRUE,,
opt_drg_001,DRG,,"Mirrors, outside, Carbon Flash Metallic-painted",,"Included and only available with (ZYC) Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped) or (5JR) outside mirror covers in visible Carbon Fiber, LPO.",sec_incl_001,FALSE,10,TRUE,,
opt_tr7_001,TR7,,"Headlamp control, automatic leveling system",,Included and only available with (E60) front lift adjustable height.,sec_incl_001,FALSE,20,TRUE,,
opt_cfx_001,CFX,,"Plaque, personalized with Corvette Museum logo, your name and VIN",,Included and only available with (R8C) Corvette Museum Delivery.,sec_incl_001,FALSE,30,TRUE,,
opt_xfr_001,XFR,,"Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance",,,sec_incl_001,FALSE,60,TRUE,,
opt_xfs_001,XFS,,"Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance",,Included and only available with (ZTK) ZTK Performance Package.,sec_incl_001,FALSE,70,TRUE,,
opt_r8e_002,R8E,,"Gas guzzler tax, mandatory federal tax added to price of vehicle",,,sec_incl_001,FALSE,5,TRUE,auto_added,
opt_uqt_001,UQT,1495,Performance data and video recorder,,,sec_inte_001,TRUE,10,TRUE,,variant_override
opt_baz_001,BAZ,695,"Stealth Interior Trim Package, dark finish aluminum trim",,,sec_inte_001,TRUE,20,TRUE,,
opt_fa5_001,FA5,1795,"Trim, interior, carbon fiber cluster-surround and console/door switch plates",,,sec_inte_001,TRUE,30,TRUE,,
opt_fa6_001,FA6,5295,"Trim, interior, level 2, carbon fiber instrument panel trim, cluster-surround and console/door inserts",,Not available with (FA5) carbon fiber interior trim.,sec_inte_001,TRUE,40,TRUE,,
opt_n26_001,N26,695,"Steering wheel, sueded microfiber-wrapped",,Requires (HTJ) Jet Black interior.,sec_inte_001,TRUE,60,TRUE,,
opt_n2z_001,N2Z,895,"Steering wheel, carbon fiber and sueded microfiber-wrapped",,"Requires leather seating surfaces with perforated sueded microfiber inserts interiors: HTT, HU9, HUA, HTG, HUF, HMO, HVT, HXO, HZP, HUX, EPX, HUB.",sec_inte_001,TRUE,70,TRUE,,
opt_n3w_002,N3W,0,"Steering wheel, carbon fiber and leather-wrapped",,,sec_inte_001,FALSE,80,TRUE,,
opt_tu7_001,TU7,595,"Seats, two-tone",,"Requires (AH2) GT2 seats. Available with (HU1/HU9) Sky Cool Gray, (HU2/HUA) Adrenaline Red, (HUE/HTG) Natural, (HMO/HVV) Jet Black/Sky Cool Gray, (HU0/HXO) Jet Black/Adrenaline Red interiors.",sec_inte_001,TRUE,50,TRUE,,
opt_sda_001,SDA,150,"LPO, Black recovery hook, Genuine Corvette Accessory",,,sec_lpoe_001,TRUE,10,TRUE,,
opt_sfz_001,SFZ,250,"LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory",,"Not available with (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW) or (SB9) Hood and Roof Decal Package LPO.",sec_lpoe_001,TRUE,20,TRUE,,
opt_r88_001,R88,695,"LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory",,"Not available with (SFZ) Dark Stealth crossed flags emblems, LPO, (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW).",sec_lpoe_001,TRUE,21,TRUE,,
opt_sbt_001,SBT,2525,"LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories",,,sec_lpoe_001,TRUE,30,TRUE,,
opt_sc7_001,SC7,195,"LPO, Roof panel storage pouch, Genuine Corvette Accessory",,"Included with (SBT) dual roof, LPO.",sec_lpoe_001,TRUE,31,TRUE,,
opt_vtb_001,VTB,150,"LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory",,,sec_lpoe_001,TRUE,40,TRUE,,
opt_pcq_001,PCQ,1675,"LPO, Grille Screen Protection Package, includes (VWE) front radiator grille screens LPO and (VWT) insect protection grille screen LPO, Genuine Corvette Accessories",,,sec_lpoe_001,TRUE,45,TRUE,,
opt_vwe_001,VWE,950,"LPO, Front radiator grille screens, Genuine Corvette Accessory",,"Included with (PCQ) Grille Screen Protection Package, LPO.",sec_lpoe_001,TRUE,50,TRUE,,
opt_vwt_001,VWT,795,"LPO, Insect protection grille screen, Genuine Corvette Accessory",,"Included with (PCQ) Grille Screen Protection Package, LPO.",sec_lpoe_001,TRUE,55,TRUE,,
opt_5jr_001,5JR,1395,"LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory",,,sec_lpoe_001,TRUE,60,TRUE,,
opt_rwh_001,RWH,495,"LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory",,,sec_lpoe_001,TRUE,70,TRUE,,
opt_wkr_001,WKR,1275,"LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory",,"Not available with (TOM) ZR1 Carbon Fiber Aero Package.
Not available with (TOM) ZR1X Carbon Fiber Aero Package.",sec_lpoe_001,TRUE,71,TRUE,,
opt_rwj_001,RWJ,495,"LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory",,"Not available with (TOM) ZR1 Carbon Fiber Aero Package.
Not available with (TOM) ZR1X Carbon Fiber Aero Package.",sec_lpoe_001,TRUE,72,TRUE,,
opt_rin_001,RIN,440,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory",,"Not available with RIK, SL8.",sec_lpoe_001,TRUE,80,TRUE,,
opt_sl8_001,SL8,495,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory",,"Not available with RIK, RIN.",sec_lpoe_001,TRUE,81,TRUE,,
opt_rik_001,RIK,395,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory",,"Not available with RIN, SL8.",sec_lpoe_001,TRUE,82,TRUE,,
opt_sig_001,SIG,425,"LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory",,Requires (T0E) rear spoiler.,sec_lpoe_001,TRUE,90,TRUE,,
opt_pdy_001,PDY,195,"LPO, Roadside Safety Package, includes (RYT) First Aid Kit, LPO and (S08) Highway Safety Kit, LPO, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,5,TRUE,,
opt_ryt_001,RYT,60,"LPO, First Aid Kit, Genuine Corvette Accessory",,Included with (PDY) Roadside Safety Package.,sec_lpoi_001,TRUE,6,TRUE,,
opt_s08_001,S08,150,"LPO, Highway Safety Kit, Genuine Corvette Accessory",,Included with (PDY) Roadside Safety Package.,sec_lpoi_001,TRUE,7,TRUE,,
opt_pef_001,PEF,475,"LPO, Contoured Liner Protection Package, includes (CAV) contoured trunk cargo area liner with Jake logo and (RIA) all-weather floor liners with Jake logo, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,30,TRUE,,
opt_ria_001,RIA,265,"LPO, All-weather floor liners with Jake logo, Genuine Corvette Accessory",,"Included with (PEF) Contoured Liner Protection Package, LPO.",sec_lpoi_001,TRUE,31,TRUE,,
opt_cav_001,CAV,230,"LPO, Contoured cargo area liner with Jake logo, Genuine Corvette Accessory",,"Included with (PEF) Contoured Liner Protection Package, LPO.",sec_lpoi_001,TRUE,32,TRUE,,
opt_vyw_001,VYW,275,"LPO, Floor mats, premium carpeted with car silhouette logo on Stingray, Grand Sport, ZR1 and ZR1X models, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,40,TRUE,,
opt_rwu_001,RWU,175,"LPO, Cargo area organizer, collapsible, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,50,TRUE,,
opt_w2d_001,W2D,125,"LPO, Cargo net set, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,60,TRUE,,
opt_s2l_001,S2L,1695,"LPO, Set of premium leather weekend/travel bags, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,70,TRUE,,
opt_sxb_001,SXB,2095,"LPO, Suede trunk compartment liner, Black, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,80,TRUE,,
opt_sxr_001,SXR,2095,"LPO, Suede trunk compartment liner, Adrenaline Red, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,81,TRUE,,
opt_sxt_001,SXT,2695,"LPO, Suede trunk compartment liner, Natural, Genuine Corvette Accessory",,,sec_lpoi_001,TRUE,82,TRUE,,
opt_v8x_001,V8X,,"LPO, Visible Carbon Fiber sill plates, with car silhouette logo, replaces factory sill plates, Genuine Corvette Accessory",,Not available at this time.,sec_lpoi_001,TRUE,,FALSE,,
opt_t0e_001,T0E,0,"Spoiler, rear",,,sec_perf_aero_001,TRUE,10,TRUE,default_selected,
opt_tom_001,TOM,12995,"ZR1 Carbon Fiber Aero Package, visible carbon fiber, includes carbon fiber high-wing spoiler, dive planes, and tall hood spoiler",,,sec_perf_aero_001,TRUE,20,TRUE,,
opt_j58_002,J58,,"Brakes, 4-wheel antilock, 4-wheel disc, carbon ceramic, ZR1-specific",,,sec_perf_brake_001,FALSE,,TRUE,,
opt_j59_002,J59,,"Brakes, 4-wheel antilock, 4-wheel disc, carbon ceramic, 10-piston front, 6-piston rear",,Included and only available with (ZTK) ZTK Performance Package.,sec_perf_brake_001,FALSE,,TRUE,auto_added,
opt_eri_001,ERI,100,Battery Protection Package,,12-volt battery.,sec_perf_support_001,TRUE,10,TRUE,,
opt_e60_001,E60,2995,"Front lift adjustable height with memory, includes (TR7) automatic headlamp leveling system",,,sec_perf_support_001,TRUE,15,TRUE,,
opt_ztk_001,ZTK,5995,"ZTK Track Performance Package, includes (FEJ/FEZ) ZTK suspension with Magnetic Selective Ride Control and (XFS) 275/30ZR20 front and 345/25ZR21 rear Michelin Pilot Sport Cup 2 R ultra performance tires",,"Also includes (J59) carbon ceramic, 10-piston front/6-piston rear brakes. Requires (TOM) ZR1 Carbon Fiber Aero Package.
Requires (TOM) ZR1X Carbon Fiber Aero Package.",sec_perf_z52_001,TRUE,10,TRUE,,
opt_c2z_001,C2Z,,"Roof panel, visible carbon fiber with body-color surround, removable",,,sec_stan_001,FALSE,11,TRUE,,
opt_aj7_001,AJ7,,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System",,"Always use seat belts and child restraints. Never place an infant or child restraint seat in the front seat, even if the airbag is off. See the Owner's Manual for more information.",sec_safe_001,FALSE,10,TRUE,,
opt_uhy_001,UHY,,Automatic Emergency Braking,,,sec_safe_001,FALSE,20,TRUE,,
opt_ueu_001,UEU,,Forward Collision Alert,,,sec_safe_001,FALSE,30,TRUE,,
opt_ukt_001,UKT,,Front Pedestrian and Bicyclist Braking,,,sec_safe_001,FALSE,40,TRUE,,
opt_tq5_001,TQ5,,"IntelliBeam, auto high beam",,,sec_safe_001,FALSE,50,TRUE,,
opt_uhx_001,UHX,,Lane Keep Assist with Lane Departure Warning,,,sec_safe_001,FALSE,60,TRUE,,
opt_drz_001,DRZ,,"Rear Camera Mirror, inside rearview auto-dimming with full camera display",,,sec_safe_001,FALSE,70,TRUE,,
opt_ud7_001,UD7,,Rear Park Assist,,,sec_safe_001,FALSE,80,TRUE,,
opt_tdm_001,TDM,,"Teen Driver, a configurable feature that lets you activate customizable vehicle settings associated with a key fob, to help encourage safe driving behavior. It can limit certain available vehicle features, and it prevents certain safety systems from being turned off. An in-vehicle report card gives you information on driving habits and helps you to continue to coach your new driver",,,sec_safe_001,FALSE,90,TRUE,,
opt_719_001,719,0,"Seat belt color, Black",,"(HZN, HUF) Natural Dipped interior comes with (3N9) Natural seat belt color; (H8T) Santorini Blue interior and (HAG) Asymmetrical Santorini Blue/Jet Black interior comes with (3A9) Santorini Blue seat belt color; (HNK) Adrenaline Red Dipped interior comes with (3F9) Torch Red seat belt color; (HUW, HUX) Habanero interior comes with (379) Orange seat belt color.",sec_seat_001,TRUE,10,TRUE,default_selected,
opt_3n9_001,3N9,595,"Seat belt color, Natural",,"Recommended with (HTA, HTJ) Jet Black interior.
Recommended with (HMO, HTE, HTT, HU0, HVV, HXO) Jet Black interiors, (HTG, HUE) Natural interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HUF, HZN) Natural Dipped interiors.",sec_seat_001,TRUE,20,TRUE,,
opt_379_001,379,595,"Seat belt color, Orange",,"Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUF, HZN) Natural Dipped interiors, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (EJH, EPX) Very Dark Atmosphere interiors or (HAG) Asymmetrical Santorini Blue/Jet Black interior. Included with (HUW, HUX) Habanero interiors.",sec_seat_001,TRUE,30,TRUE,,
opt_3a9_001,3A9,595,"Seat belt color, Santorini Blue",,"Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors or (HVZ) Asymmetrical Adrenaline Red/Jet Black interior. Included with (H8T) Santorini Blue interior and (HAG) Asymmetrical Santorini Blue/Jet Black interior.",sec_seat_001,TRUE,40,TRUE,,
opt_3f9_001,3F9,595,"Seat belt color, Torch Red",,"Not recommended with (HUW, HUX) Habanero interiors or (EJH, EPX) Very Dark Atmosphere interiors. Included with (HNK) Adrenaline Red Dipped interior.",sec_seat_001,TRUE,50,TRUE,,
opt_3m9_001,3M9,595,"Seat belt color, Yellow",,"Not recommended with (HUQ, HU7, HUL, HUR) Adrenaline Red interiors.
Not recommended with (HU2, HUA, HUU, HZP) Adrenaline Red interiors, (HNK) Adrenaline Red Dipped interior, (HVZ) Asymmetrical Adrenaline Red/Jet Black interior, (HUW, HUX) Habanero interiors, (EJH, EPX) Very Dark Atmosphere interiors, (H8T) Santorini Blue interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior.",sec_seat_001,TRUE,60,TRUE,,
opt_aq9_001,AQ9,0,"Seats, GT1 bucket",,,sec_seat_002,TRUE,10,TRUE,,
opt_ah2_001,AH2,1695,"Seats, GT2 bucket",,,sec_seat_002,TRUE,25,TRUE,,
opt_ae4_002,AE4,1095,"Seats, Competition Sport bucket",,,sec_seat_002,TRUE,40,TRUE,,
opt_aup_001,AUP,350,"Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket",,Requires (HVZ) Asymmetrical Adrenaline Red/Jet Black interior or (HAG) Asymmetrical Santorini Blue/Jet Black interior.,sec_seat_002,TRUE,80,TRUE,,
opt_cj2_001,CJ2,,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display",,,sec_stan_001,FALSE,10,TRUE,,
opt_u80_001,U80,,"Compass, digital",,,sec_stan_001,FALSE,20,TRUE,,
opt_npp_001,NPP,,"Exhaust, performance, aggressive exhaust sound varies with driver mode selected",,,sec_stan_001,FALSE,30,TRUE,,
opt_t4l_001,T4L,,"Headlamps, LED",,,sec_stan_001,FALSE,40,TRUE,,
opt_a2x_001,A2X,,"Seat adjuster, driver 8-way power",,,sec_stan_001,FALSE,60,TRUE,,
opt_a7k_001,A7K,,"Seat adjuster, passenger 8-way power",,,sec_stan_001,FALSE,70,TRUE,,
opt_n38_001,N38,,"Steering column, power tilt and telescopic",,,sec_stan_001,FALSE,80,TRUE,,
opt_vhm_001,VHM,,"Vehicle health management, provides advanced warning of vehicle issues",,,sec_stan_001,FALSE,90,TRUE,,
opt_g0k_001,G0K,,"Rear axle, 5.56 ratio",,,sec_stan_001,FALSE,120,TRUE,,
opt_b4z_001,B4Z,,Performance Traction Management,,,sec_stan_001,FALSE,130,TRUE,,
opt_509,,,Air filtration system with pollen filter,,,sec_stan_001,FALSE,,TRUE,,
opt_529,,,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",,,sec_stan_001,FALSE,,TRUE,,
opt_531,,,"Cruise control, electronic with set and resume speed",,,sec_stan_001,FALSE,,TRUE,,
opt_535,,,"Door locks, power programmable with lockout protection",,,sec_stan_001,FALSE,,TRUE,,
opt_537,,,"Floor mats, carpeted",,,sec_stan_001,FALSE,,TRUE,,
opt_541,,,"Hatch release, push button open",,,sec_stan_001,FALSE,,TRUE,,
opt_545,,,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",,,sec_stan_001,FALSE,,TRUE,,
opt_549,,,"Lighting, interior, theater dimming",,,sec_stan_001,FALSE,,TRUE,,
opt_613,,,Remote vehicle starter system,,,sec_stan_001,FALSE,,TRUE,,
opt_663,,,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",,,sec_stan_001,FALSE,,TRUE,,
opt_683,,,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",,,sec_stan_001,FALSE,,TRUE,,
opt_691,,,"Trunk release, push button open",,,sec_stan_001,FALSE,,TRUE,,
opt_697,,,"Visors, driver and passenger illuminated vanity mirrors, covered",,,sec_stan_001,FALSE,,TRUE,,
opt_699,,,"Windows, power with driver and passenger Express-Down/Up",,,sec_stan_001,FALSE,,TRUE,,
opt_707,,,"Antenna, integral front and rear",,,sec_stan_001,FALSE,,TRUE,,
opt_723,,,Daytime running lamps,,,sec_stan_001,FALSE,,TRUE,,
opt_731,,,"Glass, Solar-Ray light-tinted",,,sec_stan_001,FALSE,,TRUE,,
opt_849,,,"Wipers, front intermittent",,,sec_stan_001,FALSE,,TRUE,,
opt_851,,,"Active handling stability control, improves traction and enhances vehicle stability",,,sec_stan_001,FALSE,,TRUE,,
opt_863,,,NEW!Intersection Automatic Emergency Braking,,,sec_stan_001,FALSE,,TRUE,,
opt_911,,,"Frame, aluminum structure",,,sec_stan_001,FALSE,,TRUE,,
opt_921,,,Oil life monitoring system,,,sec_stan_001,FALSE,,TRUE,,
opt_927,,,"Steering, power, electric, speed-sensitive, rack-and-pinion, variable ratio",,,sec_stan_001,FALSE,,TRUE,,
opt_937,,,"Traction control, all-speed",,,sec_stan_001,FALSE,,TRUE,,
opt_cfc_002,CFC,,"Convertible top, retractable, power-folding hard top, visible carbon fiber, remote control (down only), includes power glass rear window with integral defogger; Nacelles, A-pillars, and header are Carbon-Flash painted (body-color when (GBA) Black exterior color is selected)",,,sec_stan_001,FALSE,,TRUE,,
opt_cfv_002,CFV,,"Ground effects, visible carbon fiber",,,sec_stan_001,FALSE,,TRUE,,
opt_dy0_002,DY0,,"Display hood, Carbon Fiber, located above the Driver Information Center display",,,sec_stan_001,FALSE,,TRUE,,
opt_lt7_002,LT7,,"Engine, 5.5L V8 Twin Turbo, TPI, DI, high-output, Variable Valve Timing (VVT) (1064 hp [793 kW] @ 7000 rpm, 828 lb-ft of torque [1123 N-m] @ 6000 rpm)",,,sec_stan_001,FALSE,,TRUE,,
