source_file,source_field,source_values,target_table,target_field,alignment_status,transformation_needed,schema_context_confidence,notes
catalog/selectables.csv,source_ref_ids,staging_variant_matrix_rows.csv:Exterior 1:100:2a5c23a2c5|staging_variant_matrix_rows.csv:Exterior 1:100:2b1c619f8f|staging_variant_matrix_rows.csv:Exterior 1:100:2bf0321220|staging_variant_matrix_rows.csv:Exterior 1:100:710d962615|staging_variant_matrix_rows.csv:Exterior 1:100:b3696208f7|staging_variant_matrix_rows.csv:Exterior 1:100:ef6fdc5abc|staging_variant_matrix_rows.csv:Exterior 1:101:4d0169e8bc|staging_variant_matrix_rows.csv:Exterior 1:101:5c9e55e49a|staging_variant_matrix_rows.csv:Exterior 1:101:662f5c9528|staging_variant_matrix_rows.csv:Exterior 1:101:8d71d0560f|staging_variant_matrix_rows.csv:Exterior 1:101:90994eacb1|staging_variant_matrix_rows.csv:Exterior 1:101:cc8a23eb25|staging_variant_matrix_rows.csv:Exterior 1:102:06097adca3|staging_variant_matrix_rows.csv:Exterior 1:102:3da1ed4689|staging_variant_matrix_rows.csv:Exterior 1:102:4b07ff1242|staging_variant_matrix_rows.csv:Exterior 1:102:4fc5f9c695|staging_variant_matrix_rows.csv:Exterior 1:102:b2f186410d|staging_variant_matrix_rows.csv:Exterior 1:102:df8a2d1b0b|staging_variant_matrix_rows.csv:Exterior 1:103:2793dd6eea|staging_variant_matrix_rows.csv:Exterior 1:103:4a43fcef1c|staging_variant_matrix_rows.csv:Exterior 1:103:6a3ce600ba|staging_variant_matrix_rows.csv:Exterior 1:103:90f0274534|staging_variant_matrix_rows.csv:Exterior 1:103:c587818a35|staging_variant_matrix_rows.csv:Exterior 1:103:c5e2444ac5|staging_variant_matrix_rows.csv:Exterior 1:104:38e336c24e|staging_variant_matrix_rows.csv:Exterior 1:104:5923aed18e|staging_variant_matrix_rows.csv:Exterior 1:104:702e39b13a|staging_variant_matrix_rows.csv:Exterior 1:104:b63ae80da9|staging_variant_matrix_rows.csv:Exterior 1:104:cc63902b9e|staging_variant_matrix_rows.csv:Exterior 1:104:d85580eedd|staging_variant_matrix_rows.csv:Exterior 1:10:04884872ab|staging_variant_matrix_rows.csv:Exterior 1:10:506ad1cda2|staging_variant_matrix_rows.csv:Exterior 1:10:bc9a6bf478|staging_variant_matrix_rows.csv:Exterior 1:10:cafe765cb8|staging_variant_matrix_rows.csv:Exterior 1:10:d8bb09b6e1|staging_variant_matrix_rows.csv:Exterior 1:10:dbf2ae6f31|staging_variant_matrix_rows.csv:Exterior 1:11:248fda1c2b|staging_variant_matrix_rows.csv:Exterior 1:11:7cc5fa8eaf|staging_variant_matrix_rows.csv:Exterior 1:11:a816fb5d15|staging_variant_matrix_rows.csv:Exterior 1:11:d57d26b59f|staging_variant_matrix_rows.csv:Exterior 1:11:de533e49e5|staging_variant_matrix_rows.csv:Exterior 1:11:f0c04ab76e|staging_variant_matrix_rows.csv:Exterior 1:12:0207896322|staging_variant_matrix_rows.csv:Exterior 1:12:57c3439037|staging_variant_matrix_rows.csv:Exterior 1:12:583f1d8322|staging_variant_matrix_rows.csv:Exterior 1:12:a7aa6d1b0c|staging_variant_matrix_rows.csv:Exterior 1:12:b5638e354b|staging_variant_matrix_rows.csv:Exterior 1:12:d281490164|staging_variant_matrix_rows.csv:Exterior 1:15:5ffc318945|staging_variant_matrix_rows.csv:Exterior 1:15:6290cb6b35|staging_variant_matrix_rows.csv:Exterior 1:15:a6fd7dc20a|staging_variant_matrix_rows.csv:Exterior 1:15:a9d5e0df06|staging_variant_matrix_rows.csv:Exterior 1:15:d237e320a0|staging_variant_matrix_rows.csv:Exterior 1:15:fce1767f69|staging_variant_matrix_rows.csv:Exterior 1:16:13a73e7844|staging_variant_matrix_rows.csv:Exterior 1:16:a489c1c90c|staging_variant_matrix_rows.csv:Exterior 1:16:a7de62fea5|staging_variant_matrix_rows.csv:Exterior 1:16:b77e58037f|staging_variant_matrix_rows.csv:Exterior 1:16:be36a80c67|staging_variant_matrix_rows.csv:Exterior 1:16:eda5606a8b|staging_variant_matrix_rows.csv:Exterior 1:17:13eba72d60|staging_variant_matrix_rows.csv:Exterior 1:17:141e129bc9|staging_variant_matrix_rows.csv:Exterior 1:17:1e2a123690|staging_variant_matrix_rows.csv:Exterior 1:17:70af2b10b0|staging_variant_matrix_rows.csv:Exterior 1:17:c5c21e3232|staging_variant_matrix_rows.csv:Exterior 1:17:eeb31db2c5|staging_variant_matrix_rows.csv:Exterior 1:22:0cd4dbdc93|staging_variant_matrix_rows.csv:Exterior 1:22:1ade9e664c|staging_variant_matrix_rows.csv:Exterior 1:22:26125802df|staging_variant_matrix_rows.csv:Exterior 1:22:8fbf7c0b89|staging_variant_matrix_rows.csv:Exterior 1:22:c129c4385f|staging_variant_matrix_rows.csv:Exterior 1:22:e82b872e53|...(+645),data/stingray/catalog/selectables.csv,source_refs,review_required,yes,partial,May require normalized source-ref membership rather than pipe-delimited IDs.
catalog/selectables.csv,source_sheet,Exterior 1|Exterior 2|Exterior 3|Exterior 4|Interior 1|Interior 2|Interior 3|Interior 4|Mechanical 1|Mechanical 2|Mechanical 3|Mechanical 4|...(+3),data/stingray/catalog/selectables.csv,source_refs,review_required,yes,partial,Workbook source identity belongs in traceability/governance evidence.
meta/source_refs.csv,orderable_rpo,17A|20A|36S|379|37S|38S|3A9|3F9|3M9|3N9|55A|5DG|...(+201),data/stingray/meta/source_refs.csv,orderable_rpo,review_required,yes,partial,"Orderable RPO source evidence. Missing canonical source_refs schema is a schema-context gap, not an importer failure."
meta/source_refs.csv,raw_status,--|A|A/D|A/D1|A/D2|A1|A2|A3,data/stingray/meta/source_refs.csv,raw_status,review_required,yes,partial,"Raw status evidence. Missing canonical source_refs schema is a schema-context gap, not an importer failure."
meta/source_refs.csv,raw_value,"3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.
1. Requires (UE1) OnStar and a Retail order type. Not available on vehicles being shipped to Puerto Rico, the Virgin Islands, or Guam. OnStar plan, working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Not all vehicles may transmit all crash data. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations.|3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries.|Admiral Blue Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GTR) Admiral Blue Metallic.
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK/GKZ/GPH. Not available with exterior color (GTR) Admiral Blue Metallic. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.|Admiral Blue Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GTR) Admiral Blue Metallic.|Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (H1Y/HTM/HTP) Jet Black interior.
2. Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior.|Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior.|Aero delete, removes (T0A) Z51 rear spoiler and front splitter from Z51 Performance Package
1. Requires (Z51) Z51 Performance Package. Not available with 5ZU, 5ZW, 5ZZ, 5VM, 5W8.|Arctic White Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (G8G) Arctic White. 
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK. Not available with exterior color (G8G) Arctic White. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.|Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.|Battery Protection Package|Battery Protection Package
1. 12-volt battery.|Blade Silver Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKA) Blade Silver Metallic. 
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK/GKZ/GPH. Not available with exterior color (GKA) Blade Silver Metallic. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.|...(+253)",data/stingray/meta/source_refs.csv,raw_value,review_required,yes,partial,"Raw workbook evidence. Missing canonical source_refs schema is a schema-context gap, not an importer failure."
meta/source_refs.csv,ref_rpo,,data/stingray/meta/source_refs.csv,ref_rpo,review_required,yes,partial,"Reference-only RPO source evidence. Missing canonical source_refs schema is a schema-context gap, not an importer failure."
meta/source_refs.csv,source_column_or_cell_range,grand_sport_1lt_e07|grand_sport_1lt_e67|grand_sport_2lt_e07|grand_sport_2lt_e67|grand_sport_3lt_e07|grand_sport_3lt_e67|stingray_1lt_c07|stingray_1lt_c67|stingray_2lt_c07|stingray_2lt_c67|stingray_3lt_c07|stingray_3lt_c67|...(+14),data/stingray/meta/source_refs.csv,source_column_or_cell_range,review_required,yes,partial,"Workbook cell/column traceability. Missing canonical source_refs schema is a schema-context gap, not an importer failure."
meta/source_refs.csv,source_detail_raw,"3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.
1. Requires (UE1) OnStar and a Retail order type. Not available on vehicles being shipped to Puerto Rico, the Virgin Islands, or Guam. OnStar plan, working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Not all vehicles may transmit all crash data. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations.|3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries.|Admiral Blue Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GTR) Admiral Blue Metallic.
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK/GKZ/GPH. Not available with exterior color (GTR) Admiral Blue Metallic. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.|Admiral Blue Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GTR) Admiral Blue Metallic.|Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (H1Y/HTM/HTP) Jet Black interior.
2. Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior.|Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior.|Aero delete, removes (T0A) Z51 rear spoiler and front splitter from Z51 Performance Package
1. Requires (Z51) Z51 Performance Package. Not available with 5ZU, 5ZW, 5ZZ, 5VM, 5W8.|Arctic White Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (G8G) Arctic White. 
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK. Not available with exterior color (G8G) Arctic White. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.|Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.|Battery Protection Package|Battery Protection Package
1. 12-volt battery.|Blade Silver Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKA) Blade Silver Metallic. 
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK/GKZ/GPH. Not available with exterior color (GKA) Blade Silver Metallic. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.|...(+253)",data/stingray/meta/source_refs.csv,source_detail_raw,review_required,yes,partial,"Raw detail source evidence. Missing canonical source_refs schema is a schema-context gap, not an importer failure."
meta/source_refs.csv,source_field,variant_matrix_row,data/stingray/meta/source_refs.csv,source_field,review_required,yes,partial,"Extractor field context. Missing canonical source_refs schema is a schema-context gap, not an importer failure."
meta/source_refs.csv,source_file,staging_variant_matrix_rows.csv,data/stingray/meta/source_refs.csv,source_file,review_required,yes,partial,"Generated staging source filename. Missing canonical source_refs schema is a schema-context gap, not an importer failure."
meta/source_refs.csv,source_ref_id,staging_variant_matrix_rows.csv:Exterior 1:100:2a5c23a2c5|staging_variant_matrix_rows.csv:Exterior 1:100:2b1c619f8f|staging_variant_matrix_rows.csv:Exterior 1:100:2bf0321220|staging_variant_matrix_rows.csv:Exterior 1:100:710d962615|staging_variant_matrix_rows.csv:Exterior 1:100:b3696208f7|staging_variant_matrix_rows.csv:Exterior 1:100:ef6fdc5abc|staging_variant_matrix_rows.csv:Exterior 1:101:4d0169e8bc|staging_variant_matrix_rows.csv:Exterior 1:101:5c9e55e49a|staging_variant_matrix_rows.csv:Exterior 1:101:662f5c9528|staging_variant_matrix_rows.csv:Exterior 1:101:8d71d0560f|staging_variant_matrix_rows.csv:Exterior 1:101:90994eacb1|staging_variant_matrix_rows.csv:Exterior 1:101:cc8a23eb25|...(+3518),data/stingray/meta/source_refs.csv,source_ref_id,review_required,yes,partial,"Source reference ID format should be reviewed before canonical use. Missing canonical source_refs schema is a schema-context gap, not an importer failure."
meta/source_refs.csv,source_row,10|100|101|102|103|104|11|12|13|14|15|16|...(+89),data/stingray/meta/source_refs.csv,source_row,review_required,yes,partial,"Workbook row traceability. Missing canonical source_refs schema is a schema-context gap, not an importer failure."
meta/source_refs.csv,source_sheet,Exterior 1|Exterior 2|Exterior 3|Exterior 4|Interior 1|Interior 2|Interior 3|Interior 4|Mechanical 1|Mechanical 2|Mechanical 3|Mechanical 4|...(+3),data/stingray/meta/source_refs.csv,source_sheet,review_required,yes,partial,"Workbook sheet traceability. Missing canonical source_refs schema is a schema-context gap, not an importer failure."
ui/availability.csv,availability_value,available|not_available,data/stingray/ui/availability.csv,status,target_schema_missing,no,partial,"Expected values are available, standard, and not_available."
ui/availability.csv,body_code,1YC07|1YC67|1YE07|1YE67|1YH07|1YH67|1YR07|1YR67|1YS07|1YS67,data/stingray/ui/availability.csv,body_code,target_schema_missing,no,partial,Body code is scope evidence if target schema keeps it.
ui/availability.csv,body_style,convertible|coupe,data/stingray/ui/availability.csv,body_style,target_schema_missing,no,partial,Body style is scope evidence if target schema keeps it.
ui/availability.csv,canonical_status,available|not_available,data/stingray/ui/availability.csv,status,target_schema_missing,no,partial,Normalized status values are already available/standard/not_available.
ui/availability.csv,footnote_refs,1|2|3,data/stingray/ui/availability.csv,,review_required,yes,partial,Footnotes require an approved source-evidence or footnote schema.
ui/availability.csv,model_key,grand_sport|stingray|z06|zr1|zr1x,data/stingray/ui/availability.csv,model_key,target_schema_missing,yes,partial,Variant/model scope must match final availability schema.
ui/availability.csv,notes,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,data/stingray/ui/availability.csv,notes,target_schema_missing,yes,partial,Proposal warning notes should not be copied blindly.
ui/availability.csv,orderable_rpo,17A|20A|36S|379|37S|38S|3A9|3F9|3M9|3N9|55A|5DG|...(+201),data/stingray/ui/availability.csv,rpo,target_schema_missing,yes,partial,"Selectable identity should come through canonical selectable_id, not standalone RPO only."
ui/availability.csv,proposal_filter_status,confident_subset,data/stingray/ui/availability.csv,,excluded_from_first_apply,no,partial,Generated confident-subset marker.
ui/availability.csv,proposal_selectable_id,prop_grand_sport_exterior_17a|prop_grand_sport_exterior_20a|prop_grand_sport_exterior_55a|prop_grand_sport_exterior_5jr|prop_grand_sport_exterior_5zb|prop_grand_sport_exterior_5zc|prop_grand_sport_exterior_5zd|prop_grand_sport_exterior_5zv|prop_grand_sport_exterior_75a|prop_grand_sport_exterior_97a|prop_grand_sport_exterior_c2z|prop_grand_sport_exterior_cc3|...(+645),data/stingray/ui/availability.csv,selectable_id,target_schema_missing,yes,partial,Depends on future canonical selectable_id policy.
ui/availability.csv,proposal_status,proposal_only,data/stingray/ui/availability.csv,,excluded_from_first_apply,no,partial,Proposal-only metadata.
ui/availability.csv,raw_status,--|A|A/D|A/D1|A/D2|A1|A2|A3,data/stingray/ui/availability.csv,,review_required,yes,partial,Raw status is source evidence; canonical availability should use normalized status.
ui/availability.csv,ref_rpo,,data/stingray/ui/availability.csv,,review_required,yes,partial,Ref-only evidence remains separate.
ui/availability.csv,review_status,proposal_only,data/stingray/ui/availability.csv,,excluded_from_first_apply,no,partial,Review workflow metadata.
ui/availability.csv,source_ref_id,staging_variant_matrix_rows.csv:Exterior 1:100:2a5c23a2c5|staging_variant_matrix_rows.csv:Exterior 1:100:2b1c619f8f|staging_variant_matrix_rows.csv:Exterior 1:100:2bf0321220|staging_variant_matrix_rows.csv:Exterior 1:100:710d962615|staging_variant_matrix_rows.csv:Exterior 1:100:b3696208f7|staging_variant_matrix_rows.csv:Exterior 1:100:ef6fdc5abc|staging_variant_matrix_rows.csv:Exterior 1:101:4d0169e8bc|staging_variant_matrix_rows.csv:Exterior 1:101:5c9e55e49a|staging_variant_matrix_rows.csv:Exterior 1:101:662f5c9528|staging_variant_matrix_rows.csv:Exterior 1:101:8d71d0560f|staging_variant_matrix_rows.csv:Exterior 1:101:90994eacb1|staging_variant_matrix_rows.csv:Exterior 1:101:cc8a23eb25|...(+3518),data/stingray/ui/availability.csv,source_ref_id,target_schema_missing,yes,partial,Traceability target schema is not confirmed in current checkout.
ui/availability.csv,status_symbol,--|A|A/D,data/stingray/ui/availability.csv,,review_required,yes,partial,Status symbol is source evidence.
ui/availability.csv,trim_level,1LT|1LZ|2LT|2LZ|3LT|3LZ,data/stingray/ui/availability.csv,trim_level,target_schema_missing,no,partial,Trim level is scope evidence if target schema keeps it.
ui/availability.csv,variant_id,grand_sport_1lt_e07|grand_sport_1lt_e67|grand_sport_2lt_e07|grand_sport_2lt_e67|grand_sport_3lt_e07|grand_sport_3lt_e67|stingray_1lt_c07|stingray_1lt_c67|stingray_2lt_c07|stingray_2lt_c67|stingray_3lt_c07|stingray_3lt_c67|...(+14),data/stingray/ui/availability.csv,variant_id,target_schema_missing,no,partial,Confident subset availability is already variant-scoped.
ui/selectable_display.csv,model_key,grand_sport|stingray|z06|zr1|zr1x,data/stingray/ui/selectable_display.csv,,review_required,yes,partial,UI display may need model/variant scoping outside this table.
ui/selectable_display.csv,proposal_filter_status,confident_subset,data/stingray/ui/selectable_display.csv,,excluded_from_first_apply,no,partial,Generated confident-subset marker.
ui/selectable_display.csv,proposal_status,proposal_only,data/stingray/ui/selectable_display.csv,,excluded_from_first_apply,no,partial,Proposal-only metadata.
ui/selectable_display.csv,review_status,proposal_only,data/stingray/ui/selectable_display.csv,,excluded_from_first_apply,no,partial,Review workflow metadata.
ui/selectable_display.csv,source_description_raw,"3 Years OnStar One (Standalone) Elevate your everyday drives with OnStar One. Have peace of mind with 24/7 access to Emergency Advisors and Stolen Vehicle Assistance. Plus, stay connected and entertained with an in-vehicle Wi-Fi hotspot and on eligible vehicles get access to expanded in-vehicle apps, including internet browser, games and video streaming.
1. Requires (UE1) OnStar and a Retail order type. Not available on vehicles being shipped to Puerto Rico, the Virgin Islands, or Guam. OnStar plan, working electrical system, cell reception and GPS signal required. OnStar links to emergency services. Not all vehicles may transmit all crash data. Service coverage varies with conditions and location. Service availability, features and functionality vary by device and software version. Subject to user terms. See onstar.com for details and limitations.|3 Years SiriusXM
1. Requires SiriusXM. Not available with a FGO order type. SiriusXM Extended Service subscription will stop at the end of the applicable subscription period unless you decide to continue service. Plan is non-transferable and non-refundable. Service subject to the SiriusXM Customer Agreement and Privacy Policy, visit siriusxm.com/terms to see complete terms and how to cancel which includes online methods or calling 1-866-635-2349. Some services, content and features are subject to device capabilities, an active data connection enabled in the vehicle and location availability. All fees, content and features are subject to change. Content varies by subscription plan. SiriusXM and related logos are trademarks of Sirius XM Radio Inc. and its respective subsidiaries.|Admiral Blue Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GTR) Admiral Blue Metallic.
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK/GKZ/GPH. Not available with exterior color (GTR) Admiral Blue Metallic. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.|Admiral Blue Grand Sport Heritage Hash Marks
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GTR) Admiral Blue Metallic.|Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (H1Y/HTM/HTP) Jet Black interior.
2. Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior.|Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console
1. Requires (HTE/HTT/HUB/HUC) Jet Black interior or (HU0/HXO) Adrenaline Red/Jet Black interior.|Aero delete, removes (T0A) Z51 rear spoiler and front splitter from Z51 Performance Package
1. Requires (Z51) Z51 Performance Package. Not available with 5ZU, 5ZW, 5ZZ, 5VM, 5W8.|Arctic White Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (G8G) Arctic White. 
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK. Not available with exterior color (G8G) Arctic White. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.|Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.|Battery Protection Package|Battery Protection Package
1. 12-volt battery.|Blade Silver Grand Sport Heritage Center Stripe
1. Requires (Z15) Grand Sport Heritage Graphics. Not available with exterior color (GKA) Blade Silver Metallic. 
2. Requires (Z15) Grand Sport Heritage Graphics. Requires (D84) Carbon Flash painted nacelles and roof when the following exterior colors are ordered: G26/G4Z/GBK/GKZ/GPH. Not available with exterior color (GKA) Blade Silver Metallic. Note: When (D84) Carbon Flash painted nacelles and roof is ordered (required or selected) roof will not include the stripe.|...(+252)",data/stingray/ui/selectable_display.csv,source_detail_raw,review_required,yes,partial,Raw source text should remain evidence unless explicitly promoted.
